Drug,Symptom,Count
sulfonamide,symptom,6
sulfonamide,[cls],6
drug,cardiovascular,6
gemcitabine,syndrome,6
gemcitabine,cancer,6
mesalamine,symptom,6
drug,or,6
spironolactone,symptom,6
drug,colonic,6
[cls],abnormalities,6
drug,exfoliative,6
gemcitabine,hemolytic,6
drug,fatigue,6
drug,nephrogenic,6
mesalamine,[cls],6
drug,polyneuropathy,6
drug,restless,6
cisplatin,anaphylactoid,6
drug,stenosis,6
losartan,[cls],6
drug,eye,6
[cls],uveitis,6
blocker,[cls],6
phenylpropanolamine,symptom,6
vigabatrin,[cls],6
blocker,symptom,6
carbamazepine,sle,6
phenylpropanolamine,[cls],6
-,idiopathic,6
[cls],systemic,6
drug,lethargy,6
drug,mental,6
heparin,renal,6
drug,gynecomastia,6
drug,panic,6
actinomycin,symptom,6
actinomycin,[cls],6
infliximab,arthritis,6
-,hypotension,6
drug,syndromes,6
alendronate,[cls],6
drug,apnea,6
alendronate,symptom,6
quinapril,symptom,6
quinapril,[cls],6
cs,cutaneous,6
drug,arf,6
drug,enlargement,6
drug,malaria,6
d,hepatotoxicity,6
bromocriptine,symptom,6
desferrioxamine,symptom,6
fludarabine,aiha,6
drug,incontinence,6
fludarabine,lung,6
bromocriptine,[cls],6
methotrexate,lymphoblastic,6
bisphosphonate,symptom,6
mequitazine,photosensitivity,6
bisphosphonate,[cls],6
methotrexate,pneumonitis,6
capecitabine,headache,6
bleomycin,hyperpigmentation,6
drug,interval,6
chloramphenicol,symptom,6
drug,microangiopathy,6
amiodarone,ventricular,6
lenalidomide,symptom,6
drug,osteonecrosis,6
fluoxetine,disorder,6
drug,gynaecomastia,6
amiodarone,pointes,6
[cls],gingival,6
retinoic,leukemia,6
tegaserod,ischemic,6
captopril,asthma,6
[cls],toxic,6
ciprofloxacin,hemorrhagic,6
drug,lower,6
[cls],dyskinesia,6
verapamil,tachycardia,6
alprazolam,disorder,6
lithium,disorder,6
vincristine,neurotoxicity,6
[cls],cholestasis,6
adalimumab,[cls],6
c,uremic,6
chemotherapy,of,6
tigecycline,pancreatitis,6
cisplatin,syndrome,6
imatinib,cml,6
clarithromycin,rhabdomyolysis,6
sulphasalazine,[cls],6
drug,pustular,6
drug,mal,6
amphotericin,seizures,6
drug,haemorrhage,6
quinine,microangiopathy,6
quinine,ttp,6
streptokinase,symptom,6
drug,creutzfeldt,6
drug,jakob,6
rofecoxib,[cls],6
drug,endothelial,6
[cls],necrosis,6
drug,oesophageal,6
drug,cystic,6
timolol,symptom,6
-,cutaneous,6
[cls],cholestatic,6
drug,lipoatrophy,6
mineral,symptom,6
drug,acquired,6
mineral,[cls],6
glatiramer,symptom,6
naproxen,[cls],6
naproxen,symptom,6
mtx,renal,6
[cls],rheumatoid,6
mtx,disease,6
-,coronary,6
drug,ss,6
[cls],neurologic,6
beta,nephrotic,6
amifostine,[cls],6
olanzapine,syndrome,6
zuclopenthixol,[cls],6
zuclopenthixol,symptom,6
[cls],ulceration,6
-,reversible,6
drug,herpes,6
cisplatin,ovarian,6
drug,myoclonic,6
granulocyte,symptom,6
cisplatin,reactions,6
il,[cls],6
il,symptom,6
-,pancytopenia,6
timolol,[cls],6
desipramine,[cls],6
ceftriaxone,symptom,6
tolazoline,symptom,6
pentamidine,symptom,6
[cls],priapism,6
phenytoin,-,6
drug,promyelocytic,6
all,promyelocytic,6
all,leukemia,6
cyproterone,[cls],6
trans,promyelocytic,6
trans,leukemia,6
drug,photosensitivity,6
retinoic,promyelocytic,6
-,arthritis,6
mp,[cls],6
heparin,hyperkalemia,6
mp,symptom,6
acid,promyelocytic,6
acid,leukemia,6
propylthiouracil,hepatic,6
propylthiouracil,hyperthyroidism,6
insulin,allergic,6
ifn,visual,6
-,diabetes,6
-,mellitus,6
alfa,chronic,6
interferon,s,6
[cls],depression,6
drug,hashimoto,6
allopurinol,[cls],6
ceftriaxone,[cls],6
phenolphthalein,[cls],6
tolazoline,[cls],6
desipramine,symptom,6
phenolphthalein,symptom,6
pranlukast,symptom,6
pranlukast,[cls],6
accutane,symptom,6
accutane,[cls],6
raloxifene,[cls],6
raloxifene,symptom,6
drug,active,6
alpha,syndrome,6
insulin,hyperglycemia,6
mianserin,symptom,6
1a,syndrome,6
amoxapine,[cls],6
amoxapine,symptom,6
drug,atrioventricular,6
drug,choroidal,6
penicillamine,wilson,6
penicillamine,',6
penicillamine,s,6
[cls],suppression,6
diphenhydramine,[cls],6
diphenhydramine,symptom,6
aspirin,hemorrhage,6
[cls],angioedema,6
clarithromycin,failure,6
cefoxitin,symptom,6
cefoxitin,[cls],6
[cls],ulcer,6
pentamidine,[cls],6
phenolphthalein,ten,6
dapsone,hypersensitivity,6
carbamazepine,-,6
[cls],dizziness,6
ifosfamide,status,6
-,akathisia,6
sulfadiazine,[cls],6
sulfadiazine,symptom,6
asparaginase,acute,6
drug,raynaud,6
drug,phenomenon,6
mannitol,arf,6
ethambutol,toxicity,6
gliclazide,acute,6
budesonide,[cls],6
l,acute,6
drug,aseptic,6
drug,bronchial,6
chemotherapy,-,6
clonidine,[cls],6
ifn,graves,6
flecainide,[cls],6
-,ms,6
topiramate,[cls],6
drug,testicular,6
[cls],seizure,6
nitrofurantoin,pulmonary,6
drug,closure,6
naloxone,symptom,6
ifn,ms,6
drug,illness,6
clonidine,symptom,6
drug,vasospasm,6
drug,abscess,6
naloxone,[cls],6
l,s,6
[cls],carcinoma,6
drug,tuberculous,6
norethisterone,symptom,6
ifosfamide,epilepticus,6
budesonide,symptom,6
drug,migraine,6
vitamin,hypercalcemia,6
ethambutol,loss,6
[cls],coma,6
norethisterone,[cls],6
topiramate,symptom,6
fk506,rta,5
risperidone,disorder,5
drug,tubulointerstitial,5
amiodarone,pulmonary,5
[cls],lymphoblastic,5
drug,venous,5
sulphasalazine,symptom,5
simvastatin,rhabdomyolysis,5
-,colitis,5
drug,sudden,5
vigabatrin,visual,5
drug,dermatosis,5
-,leukopenia,5
lorazepam,[cls],5
lorazepam,symptom,5
perhexiline,symptom,5
lorazepam,seizures,5
vincristine,loss,5
[cls],headache,5
hormone,symptom,5
ppa,symptom,5
tryptophan,myalgia,5
tryptophan,syndrome,5
drug,paralysis,5
interferon,symptoms,5
drug,neutrophilic,5
adenosine,atrial,5
[cls],fibrillation,5
[cls],atrial,5
drug,deficit,5
drug,nasal,5
vigabatrin,field,5
bupivacaine,symptom,5
statin,symptom,5
bupropion,[cls],5
-,ten,5
[cls],field,5
[cls],siadh,5
drug,pseudomembranous,5
bupivacaine,[cls],5
sulfasalazine,syndrome,5
lithium,renal,5
salicylate,symptom,5
drug,motor,5
gliclazide,[cls],5
salicylate,[cls],5
drug,hairy,5
drug,chorioretinitis,5
flutamide,[cls],5
flutamide,symptom,5
theophylline,ulcer,5
[cls],abdominal,5
[cls],glaucoma,5
pamidronate,hypercalcemia,5
imatinib,chronic,5
mtx,rheumatoid,5
drug,tetany,5
drug,pericarditis,5
[cls],glomerulonephritis,5
drug,mycobacterium,5
disulfiram,fulminant,5
sulfonate,symptom,5
sulfonate,colonic,5
pamidronate,symptom,5
rosiglitazone,symptom,5
fu,neurotoxicity,5
-,psoriasis,5
drug,polymorphic,5
drug,septic,5
l,seizures,5
clomipramine,syndrome,5
tigecycline,[cls],5
acid,hyperammonemia,5
valproic,hyperammonemia,5
[cls],ild,5
drug,secretion,5
tigecycline,symptom,5
tryptophan,eosinophilia,5
bretylium,ventricular,5
drug,hypertrophy,5
alendronate,scleritis,5
drug,small,5
acid,disease,5
sertraline,rhabdomyolysis,5
bupropion,symptom,5
drug,cerebrovascular,5
drug,endophthalmitis,5
drug,hypoxemia,5
olanzapine,rls,5
fluoxetine,-,5
phenytoin,syndrome,5
[cls],leukaemia,5
clomipramine,[cls],5
paclitaxel,fibrosis,5
clomipramine,symptom,5
gliclazide,symptom,5
vancomycin,agranulocytosis,5
gemcitabine,toxicity,5
drug,rta,5
-,reaction,5
paracetamol,[cls],5
blockade,symptom,5
paracetamol,symptom,5
blockade,[cls],5
glucagon,[cls],5
glucagon,symptom,5
recombinant,chronic,5
-,carcinoma,5
bicarbonate,symptom,5
bicarbonate,[cls],5
chlorpromazine,symptom,5
steroids,symptom,5
chlorpromazine,[cls],5
1a,symptom,5
drug,white,5
glibenclamide,symptom,5
drug,wolff,5
tacrolimus,syndrome,5
mizoribin,siadh,5
immunoglobulin,acute,5
salazosulfapyridine,symptom,5
drug,catatonia,5
disulfiram,catatonia,5
2a,chronic,5
2a,hepatitis,5
2a,c,5
1a,[cls],5
chemotherapy,lung,5
drug,rls,5
drug,ncse,5
chemotherapy,colitis,5
drug,hit,5
capecitabine,allergic,5
[cls],urticaria,5
phenobarbital,hypersensitivity,5
colchicine,rhabdomyolysis,5
rituximab,coronary,5
desferrioxamine,[cls],5
[cls],",",5
[cls],adrenal,5
drug,flutter,5
amiodarone,torsade,5
methazolamide,symptom,5
drug,gastritis,5
methazolamide,[cls],5
penicillamine,neurologic,5
ifosfamide,ncse,5
drug,wilson,5
bcnu,pulmonary,5
bcnu,fibrosis,5
tamoxifen,endometriosis,5
quinapril,cough,5
drug,neuritis,5
1a,sclerosis,5
1a,multiple,5
mianserin,[cls],5
drug,spasms,5
drug,lesion,5
perhexiline,[cls],5
oxygen,[cls],5
praziquantel,[cls],5
drug,gangrene,5
drug,pruritic,5
praziquantel,symptom,5
drug,cirrhosis,5
alpha,-,5
cephalosporin,[cls],5
drug,intracerebral,5
chemotherapy,sarcoma,5
drug,chest,5
drug,libido,5
oxygen,symptom,5
ganciclovir,[cls],5
ganciclovir,symptom,5
drug,cranial,5
drug,lichenoid,5
drug,osteomyelitis,5
niacin,symptoms,5
niacin,visual,5
[cls],bradycardia,5
-,liver,5
drug,ketoacidosis,5
mtx,gastric,5
drug,deep,5
drug,grand,5
theophylline,intoxication,5
drug,thrombocythemia,5
pegvisomant,symptom,5
clarithromycin,fulminant,5
[cls],dyspnea,5
amantadine,corneal,5
nefazodone,symptom,5
nefazodone,[cls],5
clarithromycin,liver,5
chloramphenicol,[cls],5
steroids,[cls],5
fluoxetine,obsessive,5
[cls],infected,5
drug,cognitive,5
[cls],hiv,5
rifabutin,deposits,5
lenalidomide,[cls],5
bleomycin,carcinoma,5
drug,immune,5
drug,deposits,5
drug,neuromuscular,5
fluoxetine,compulsive,5
drug,exanthematous,5
lithium,jakob,5
chemotherapy,cell,5
gliclazide,hepatitis,5
lithium,creutzfeldt,5
cephalosporin,symptom,5
drug,inflammation,5
drug,pustulosis,5
drug,coagulation,5
rosiglitazone,[cls],5
drug,asthmatic,5
drug,constipation,5
methotrexate,interstitial,5
-,eruptions,5
hopantenate,symptom,5
hopantenate,[cls],5
sumatriptan,coronary,5
calcium,syndrome,5
nonsteroidal,symptom,5
sumatriptan,artery,5
nonsteroidal,[cls],5
zuclopenthixol,priapism,5
[cls],type,5
[cls],meningitis,5
sumatriptan,disease,5
caffeine,rhabdomyolysis,5
drug,alveolar,5
norethisterone,diabetes,5
[cls],scleritis,5
drug,hematoma,5
metformin,acidosis,5
caffeine,symptom,5
caffeine,[cls],5
1b,symptom,5
drug,splenic,5
ranibizumab,[cls],5
[cls],neurological,5
drug,boop,5
drug,obstruction,5
leflunomide,loss,5
-,hypersensitivity,5
leflunomide,weight,5
drug,lactic,5
[cls],acidosis,5
1b,[cls],5
[cls],breast,5
ranibizumab,hypertension,5
drug,collapse,5
heparin,syndrome,5
ranibizumab,ocular,5
ranibizumab,symptom,5
procainamide,tachycardia,5
procainamide,syndrome,5
disulfiram,hepatitis,5
drug,vortex,5
drug,keratopathy,5
[cls],c,5
methotrexate,failure,5
methotrexate,bone,5
furosemide,symptom,5
azithromycin,[cls],5
-,neurologic,5
furosemide,[cls],5
azithromycin,symptom,5
-,infarction,5
drug,haematoma,5
[cls],sle,5
2b,c,5
carbimazole,symptom,5
drug,resistant,5
clozapine,seizures,5
busulfan,[cls],5
2b,hepatitis,5
interferon,anterior,5
interferon,ischemic,5
interferon,neuropathy,5
[cls],ptosis,5
alpha,s,5
alfa,optic,5
fu,cancer,5
[cls],agitation,5
[cls],myopathy,5
[cls],),5
drug,coagulopathy,5
interferon,sarcoidosis,5
drug,complication,5
carboplatin,ovarian,5
metoclopramide,syndrome,5
colchicine,renal,5
drug,nodular,5
drug,absence,5
nitrofurantoin,lung,5
enalapril,symptom,5
insulin,diabetes,5
rituximab,boop,5
drug,ptosis,5
drug,dyskinesias,5
drug,hypocalcemia,5
drug,anuria,5
drug,granulomatous,5
[cls],td,5
[cls],(,5
drug,pneumocystis,5
drug,colon,5
drug,crisis,5
clozapine,tardive,5
doxorubicin,cardiomyopathy,5
drug,thrombocytosis,5
-,seizure,5
drug,ards,5
drug,pellagra,5
[cls],insufficiency,5
mmc,symptom,5
drug,erythematous,5
drug,demyelinating,5
levamisole,symptom,5
benzarone,hepatotoxicity,5
benzarone,symptom,5
isoniazid,pellagra,5
drug,bladder,5
morphine,respiratory,5
interferon,retinopathy,5
[cls],leukopenia,5
drug,erythroderma,5
drug,visceral,5
l,',5
[cls],agranulocytosis,5
protease,[cls],5
macrolide,symptom,5
asparaginase,lymphoblastic,5
[cls],toxicities,5
macrolide,[cls],5
protease,symptom,5
drug,dystonic,5
ifn,syndrome,5
drug,myelopathy,5
copaxone,symptom,5
risperidone,symptoms,5
acetate,cancer,5
erlotinib,lung,5
levamisole,[cls],5
tiagabine,symptom,5
pyridostigmine,[cls],5
drug,2,5
chemotherapy,aml,5
l,disease,5
[cls],papular,5
[cls],pneumonia,5
[cls],cml,5
ifosfamide,toxicity,5
drug,zoster,5
cyclophosphamide,carcinoma,5
mmc,[cls],5
-,lymphoblastic,5
drug,polyuria,5
cisplatin,hypersensitivity,5
busulfan,symptom,5
pamidronate,[cls],5
drug,difficile,5
granulocyte,[cls],5
insulin,lipohypertrophy,5
8,[cls],5
tiagabine,[cls],5
[cls],lupus,5
[cls],anaphylaxis,5
drug,tinnitus,5
alprazolam,panic,5
benzarone,[cls],5
methotrexate,fibrosis,5
[cls],thyroiditis,5
ticlopidine,marrow,5
drug,head,5
drug,femoral,5
pyridostigmine,symptom,5
fluvoxamine,libido,5
fluvoxamine,increased,5
8,symptom,5
procainamide,lupus,4
acid,liver,4
methazolamide,aplastic,4
drug,electrolyte,4
[cls],meningioma,4
alpha,restless,4
alpha,legs,4
alpha,hashimoto,4
methazolamide,anemia,4
[cls],anaphylactoid,4
acid,hepatic,4
alpha,type,4
tegaserod,symptom,4
[cls],hepatocellular,4
analog,[cls],4
drug,stasis,4
nicotinic,[cls],4
[cls],dyskinesias,4
nicotinic,symptom,4
alfa,leukemia,4
drug,biliary,4
analog,symptom,4
drug,nail,4
drug,cancers,4
hydroxyurea,skin,4
nicotinic,hepatic,4
cytarabine,ppe,4
methysergide,symptom,4
cda,mcd,4
nicotinic,failure,4
igiv,[cls],4
igiv,symptom,4
[cls],bullous,4
drug,human,4
cisplatin,anaphylaxis,4
methysergide,[cls],4
acid,failure,4
nicotinic,liver,4
salazosulfapyridine,[cls],4
tegaserod,[cls],4
chloroquine,toxicity,4
ketoconazole,symptom,4
fu,-,4
-,mcd,4
[cls],congenital,4
drug,open,4
nph,allergic,4
methadone,[cls],4
methadone,symptom,4
-,lymphoma,4
drug,high,4
nph,[cls],4
drug,features,4
nph,symptom,4
mtx,hiv,4
budesonide,dermatitis,4
-,dyskinesias,4
chemotherapy,s,4
lithium,disease,4
budesonide,contact,4
melphalan,symptom,4
chemotherapy,',4
melphalan,[cls],4
ethanol,[cls],4
ethanol,symptom,4
drug,acuity,4
suramin,failure,4
suramin,renal,4
adenosine,ventricular,4
levofloxacin,delirium,4
lisinopril,symptom,4
olanzapine,akathisia,4
lisinopril,[cls],4
6,symptom,4
6,[cls],4
lithium,malignant,4
[cls],sinus,4
-,adenocarcinoma,4
lithium,neuroleptic,4
drug,rheumatic,4
drug,iddm,4
cisplatin,erythema,4
paclitaxel,ovarian,4
drug,sexual,4
drug,ejaculation,4
-,crohn,4
l,lymphoblastic,4
clozapine,effusion,4
paroxetine,[cls],4
thiopurine,[cls],4
thiopurine,symptom,4
paroxetine,symptom,4
[cls],movements,4
sirolimus,pneumonitis,4
adenosine,fibrillation,4
ifn,acuity,4
2,mcd,4
drug,gain,4
alpha,diabetes,4
amsacrine,myocardial,4
-,viral,4
tamoxifen,uterine,4
carbamazepine,dystonia,4
tamoxifen,adenocarcinoma,4
interferon,thyroid,4
tamoxifen,sarcoma,4
didanosine,[cls],4
ribavirin,mellitus,4
didanosine,symptom,4
suramin,symptom,4
interferon,necrosis,4
azithromycin,rhabdomyolysis,4
-,thrombosis,4
drug,disseminated,4
alfa,necrosis,4
[cls],supraventricular,4
carbimazole,[cls],4
-,autoimmune,4
ifn,thyroid,4
ifn,autoimmune,4
dopa,dyskinesias,4
alpha,mellitus,4
5,of,4
ribavirin,diabetes,4
trazodone,disorder,4
risperidone,schizophrenia,4
quinidine,symptom,4
suramin,[cls],4
rifampicin,renal,4
quinidine,[cls],4
drug,acid,4
[cls],blindness,4
drug,septal,4
metformin,lactic,4
[cls],leukoencephalopathy,4
verapamil,hypotension,4
propylthiouracil,cutaneous,4
pump,symptom,4
pump,[cls],4
methotrexate,anaphylaxis,4
-,type,4
statin,[cls],4
proton,symptom,4
asparaginase,thrombosis,4
proton,[cls],4
pravastatin,myotonia,4
vpa,[cls],4
fluorouracil,allergic,4
cisplatin,tumor,4
bleomycin,cancer,4
-,graves,4
drug,livedo,4
bleomycin,aids,4
alpha,graves,4
drug,reticularis,4
hcq,[cls],4
[cls],disturbances,4
mmc,hus,4
-,fever,4
neuroleptic,akathisia,4
chemotherapy,toxicity,4
cytosine,peripheral,4
arabinoside,peripheral,4
drug,av,4
drug,abnormality,4
drug,cmv,4
cisplatin,cell,4
ritodrine,av,4
ritodrine,block,4
drug,ks,4
procainamide,-,4
1,symptom,4
1,[cls],4
arabinoside,syndrome,4
carmustine,symptom,4
mitomycin,-,4
cytosine,syndrome,4
acyclovir,fever,4
-,neuropathy,4
carmustine,[cls],4
[cls],nerve,4
csf,neutropenia,4
drug,tremor,4
tacrolimus,pigmentation,4
ciprofloxacin,infection,4
zoledronic,symptom,4
morphine,depression,4
drug,hypocalcaemia,4
efalizumab,[cls],4
ticlopidine,aplasia,4
-,aplasia,4
propylthiouracil,vasculitis,4
bcg,symptom,4
amiodarone,ait,4
[cls],swelling,4
lithium,thyrotoxicosis,4
drug,hand,4
dopamine,symptom,4
sorafenib,interstitial,4
drug,tissue,4
drug,leucopenia,4
zoledronic,[cls],4
[cls],bronchospasm,4
e1,[cls],4
e1,symptom,4
[cls],spasm,4
[cls],aplastic,4
fludarabine,pulmonary,4
fludarabine,toxicity,4
ciprofloxacin,renal,4
mmc,hemolytic,4
g,neutropenia,4
metoclopramide,parkinsonism,4
ethambutol,infection,4
[cls],tuberculosis,4
drug,decompensation,4
naproxen,hearing,4
capecitabine,reactions,4
interferon,infection,4
glatiramer,[cls],4
aminoglutethimide,symptom,4
drug,malignancy,4
hopantenate,syndrome,4
bleomycin,syndrome,4
-,diarrhea,4
vinorelbine,symptom,4
interferon,melanoma,4
drug,hypophosphatemic,4
vinorelbine,[cls],4
d,hypercalcemia,4
fluorouracil,neurotoxicity,4
chemotherapy,coronary,4
[cls],function,4
aminoglutethimide,[cls],4
griseofulvin,lupus,4
griseofulvin,symptom,4
griseofulvin,[cls],4
warfarin,bleeding,4
drug,dilated,4
drug,prostatic,4
tpa,[cls],4
tpa,symptom,4
interferon,b,4
alpha,b,4
amiodarone,hepatitis,4
tissue,hemorrhage,4
itraconazole,liver,4
plasminogen,hemorrhage,4
activator,hemorrhage,4
drug,ductopenia,4
mirtazapine,ss,4
prochlorperazine,symptom,4
naproxen,loss,4
drug,aphthous,4
aquaphor,dermatitis,4
bisabolol,dermatitis,4
olanzapine,neuroleptic,4
olanzapine,malignant,4
thalidomide,neuropathy,4
clonidine,bradycardia,4
hcq,symptom,4
prochlorperazine,[cls],4
halofantrine,symptom,4
halofantrine,[cls],4
sulpiride,[cls],4
sulpiride,symptom,4
sulpiride,tardive,4
sulpiride,dyskinesia,4
alpha,akathisia,4
enalapril,[cls],4
drug,neoplasms,4
danazol,endometriosis,4
dantrolene,symptom,4
dantrolene,[cls],4
oxybutynin,symptom,4
-,myelosuppression,4
niacin,pain,4
oxybutynin,[cls],4
diazepam,symptom,4
diazepam,[cls],4
-,colon,4
5,colon,4
bromide,intoxication,4
-,proteinuria,4
cisplatin,carcinoma,4
efalizumab,symptom,4
cytosine,leukemia,4
cerivastatin,[cls],4
pseudoephedrine,[cls],4
chlorambucil,syndrome,4
drug,papillary,4
salicylate,hepatotoxicity,4
rifabutin,endothelial,4
hydroxyurea,essential,4
pseudoephedrine,symptom,4
drug,lysis,4
drug,porphyria,4
[cls],contact,4
drug,planus,4
-,pneumonia,4
benzodiazepine,[cls],4
benzodiazepine,symptom,4
amantadine,edema,4
drug,candidiasis,4
ivig,[cls],4
ivig,symptom,4
cloxacillin,symptom,4
drug,depressed,4
ivig,acute,4
cloxacillin,[cls],4
ivig,renal,4
acenocoumarol,[cls],4
streptokinase,pulmonary,4
acenocoumarol,symptom,4
streptokinase,[cls],4
ivig,failure,4
etanercept,hypoglycemia,4
epoprostenol,symptom,4
insulin,hypoglycemia,4
epoprostenol,[cls],4
mizoribin,[cls],4
phenothiazine,symptom,4
cerivastatin,symptom,4
glyburide,symptom,4
1a,s,4
dextrose,symptom,4
drug,wilms,4
chloramphenicol,hypersensitivity,4
drug,alopecia,4
propranolol,block,4
[cls],syncope,4
mizoribin,symptom,4
sodium,arthritis,4
drug,protein,4
rituximab,syndromes,4
drug,hemoglobinemia,4
drug,myotonia,4
[cls],cerebral,4
1a,',4
low,symptom,4
molecular,symptom,4
weight,symptom,4
drug,detachment,4
beta,s,4
beta,',4
alpha,active,4
salts,symptom,4
salts,[cls],4
interferon,active,4
raloxifene,tumor,4
drug,angina,4
cephalosporins,symptom,4
flunitrazepam,symptom,4
phenothiazine,[cls],4
cephalosporins,[cls],4
vpa,symptom,4
[cls],death,4
rifampicin,insufficiency,4
phenol,symptom,4
nimodipine,symptom,4
isotretinoin,acne,4
ethambutol,renal,4
acid,syndrome,4
nimodipine,[cls],4
drug,mammary,4
cisplatin,siadh,4
olanzapine,schizophrenia,4
tigecycline,acute,4
cisplatin,inappropriate,4
mesylate,chronic,4
bicalutamide,[cls],4
bicalutamide,symptom,4
lidocaine,methemoglobinemia,4
acid,-,4
ampicillin,rash,4
-,uremic,4
-,inflammatory,4
-,sjs,4
thyroxine,symptom,4
thyroxine,[cls],4
5,disease,4
sulfasalazine,lupus,4
drug,sensory,4
linezolid,rash,4
bcg,[cls],4
drug,pruritus,4
verapamil,supraventricular,4
vincristine,-,4
mtx,lpd,4
drug,hemiparesis,4
drug,iga,4
bupivacaine,methemoglobinemia,4
sulphasalazine,arthritis,4
[cls],right,4
salsalate,[cls],4
salsalate,symptom,4
gemcitabine,-,4
niacin,maculopathy,4
drug,fmf,4
colchicine,fmf,4
methotrexate,encephalopathy,4
aspirin,asthma,4
bicalutamide,prostate,4
[cls],ttp,4
vincristine,visual,4
hormone,[cls],4
enoxaparin,hepatotoxicity,4
ticlopidine,anemia,4
ticlopidine,aplastic,4
sulphasalazine,rheumatoid,4
drug,dysphagia,4
drug,bundle,4
drug,branch,4
indapamide,hypertension,4
risperidone,syndrome,4
fosinopril,[cls],4
fosinopril,symptom,4
drug,entropion,4
dipivefrin,symptom,4
bleomycin,',4
dipivefrin,entropion,4
bleomycin,s,4
mesylate,symptom,4
drug,fetal,4
foscarnet,electrolyte,4
mefloquine,hypoglycaemia,4
d3,[cls],4
bimatoprost,symptom,4
theophylline,gynecomastia,4
[cls],gynecomastia,4
ergotamine,[cls],4
[cls],cough,4
ergotamine,symptom,4
tolazoline,gastrointestinal,4
ifn,sclerosis,4
lithium,seizure,4
[cls],arrhythmia,4
venlafaxine,incontinence,4
topiramate,angle,4
stavudine,symptom,4
stavudine,[cls],4
betamethasone,[cls],4
topiramate,-,4
drug,allergy,4
type,[cls],4
type,symptom,4
cyclophosphamide,lymphoma,4
moxifloxacin,symptom,4
moxifloxacin,[cls],4
[cls],parkinson,4
drug,uterine,4
-,embolization,4
quinacrine,symptom,4
[cls],coronary,4
drug,aiha,4
amphotericin,overdose,4
triamcinolone,-,4
sodium,renal,4
methamphetamine,[cls],4
methamphetamine,symptom,4
mtx,liver,4
recombinant,neuritis,4
recombinant,optic,4
drug,familial,4
drug,mediterranean,4
[cls],gastritis,4
colchicine,mediterranean,4
colchicine,fever,4
rituximab,-,4
b,overdose,4
drug,age,4
bortezomib,[cls],4
cisplatin,difficile,4
fludarabine,leukemia,4
ifn,multiple,4
bortezomib,symptom,4
bortezomib,paralytic,4
